acf	DM	LA	Lesser Antillean Creole French
acf	DM	LA	Patois
acf	DM	LA	Patwa
acf	FR	L	Lesser Antillean Creole French
acf	GD	D	Patois
acf	GD	D	Patwa
acf	GD	L	Grenadian Creole French
acf	GD	LA	Lesser Antillean Creole French
acf	GY	L	Saint Lucian Creole French
acf	GY	LA	Lesser Antillean Creole French
acf	LC	L	Saint Lucian Creole French
acf	LC	LA	Dominican Creole French
acf	LC	LA	Grenadian Creole French
acf	LC	LA	Kwéyòl
acf	LC	LA	Lesser Antillean Creole French
acf	LC	LA	Patois
acf	LC	LA	Patwa
acf	TT	L	Trinidadian Creole French
acf	TT	LA	Lesser Antillean Creole French
acf	TT	LA	Patois
acf	TT	LA	Patwa
ach	SD	L	Acholi
ach	SD	LA	Acoli
ach	SD	LA	Acooli
ach	SD	LA	Akoli
ach	SD	LA	Atscholi
ach	SD	LA	Dok Acoli
ach	SD	LA	Gang
ach	SD	LA	Log Acoli
ach	SD	LA	Lwo
ach	SD	LA	Shuli
ach	UG	D	Dhopaluo
ach	UG	D	Labwor
ach	UG	D	Nyakwai
ach	UG	DA	Chope
ach	UG	DA	Chopi
ach	UG	L	Acholi
ach	UG	LA	Acoli
ach	UG	LA	Acooli
ach	UG	LA	Akoli
ach	UG	LA	Atscholi
ach	UG	LA	Dok Acoli
ach	UG	LA	Gang
ach	UG	LA	Log Acoli
ach	UG	LA	Lwo
ach	UG	LA	Lwoo
ach	UG	LA	Shuli
aci	IN	L	Aka-Cari
aci	IN	LA	Cari
aci	IN	LA	Chariar
ack	IN	L	Aka-Kora
ack	IN	LA	Kora
acl	IN	L	Akar-Bale
acl	IN	LA	Bale
acl	IN	LA	Balwa
acm	IQ	D	Anatolian Cluster
acm	IQ	D	Euphrates Cluster
acm	IQ	D	Tigris Cluster
acm	IQ	L	Arabic, Mesopotamian Spoken
acm	IQ	LA	Arabic
acm	IQ	LA	Baghdadi
acm	IQ	LA	Furati
acm	IQ	LA	Iraqi Arabic
acm	IQ	LA	Mesopotamian Gelet Arabic
acm	IQ	LA	Mesopotamian Qeltu Arabic
acm	IR	L	Arabic, Mesopotamian Spoken
acm	IR	LA	Arabi
acm	IR	LA	Mesopotamian Gelet Arabic
acm	JO	L	Arabic, Mesopotamian Spoken
acm	SY	D	Euphrates Cluster
acm	SY	L	Arabic, Mesopotamian Spoken
acm	SY	LA	Furati
acm	SY	LA	Mesopotamian Gelet Arabic
acm	SY	LA	North Syrian Arabic
acm	TR	D	Anatolian Cluster
acm	TR	L	Arabic, Mesopotamian Spoken
acn	CN	D	Lianghe
acn	CN	D	Longchuan
acn	CN	D	Luxi
acn	CN	L	Achang
acn	CN	LA	Acang
acn	CN	LA	Ach'ang
acn	CN	LA	Achung
acn	CN	LA	Ahchan
acn	CN	LA	Atsang
acn	CN	LA	Maingtha
acn	CN	LA	Mönghsa
acn	CN	LA	Ngacang
acn	CN	LA	Ngac'ang
acn	CN	LA	Ngachang
acn	CN	LA	Ngatsang
acn	CN	LA	Ngo Chang
acn	CN	LA	Ngochang
acn	MM	D	Maingtha
acn	MM	L	Achang
acn	MM	LA	Acang
acn	MM	LA	Anchan
acn	MM	LA	Atsang
acn	MM	LA	Chung
acn	MM	LA	Mönghsa
acn	MM	LA	Ngac'ang
acn	MM	LA	Ngachang
acn	MM	LA	Ngochang
acn	MM	LA	Tai Sa'
acp	NG	D	Bobi
acp	NG	D	Boroma
acp	NG	D	Randeggi
acp	NG	DA	Taboroma
acp	NG	L	Acipa, Eastern
acp	NG	LA	Achipa
acp	NG	LA	Acipanci
acp	NG	LA	Sagamuk
acq	DJ	L	Arabic, Ta'izzi-Adeni Spoken
acq	DJ	LA	Djibouti Arabic
acq	EG	L	Arabic, Ta'izzi-Adeni Spoken
acq	ER	L	Arabic, Ta'izzi-Adeni Spoken
acq	GB	L	Arabic, Ta'izzi-Adeni Spoken
acq	KE	L	Arabic, Ta'izzi-Adeni Spoken
acq	LY	L	Arabic, Ta'izzi-Adeni Spoken
acq	SO	L	Arabic, Ta'izzi-Adeni Spoken
acq	YE	D	Adeni
acq	YE	D	Ta'izzi
acq	YE	L	Arabic, Ta'izzi-Adeni Spoken
acq	YE	LA	Southern Yemeni Spoken Arabic
acr	GT	L	Achi', Rabinal
acr	GT	LA	Rabinal K'iche'
acs	BR	L	Acroá
acs	BR	LA	Coroá
act	NL	L	Achterhoeks
act	NL	LA	Aachterhoeks
act	NL	LA	Achterhoek
acu	EC	L	Achuar-Shiwiar
acu	EC	LA	Achual
acu	EC	LA	Achuale
acu	EC	LA	Achuar
acu	EC	LA	Achuara
acu	EC	LA	Jivaro
acu	EC	LA	Maina
acu	PE	L	Achuar-Shiwiar
acu	PE	LA	Achual
acu	PE	LA	Achuale
acu	PE	LA	Achuar
acu	PE	LA	Achuara
acu	PE	LA	Jivaro
acu	PE	LA	Maina
acv	US	L	Achumawi
acv	US	LA	Achomawi
acv	US	LA	Pitt River
acw	ER	L	Arabic, Hijazi Spoken
acw	ER	LA	Hijazi
acw	SA	D	Coastal Tihaamah
acw	SA	D	North Hijazi
acw	SA	D	South Hijazi
acw	SA	D	Valley Tihaamah
acw	SA	L	Arabic, Hijazi Spoken
acw	SA	LA	Hijazi
acw	SA	LA	West Arabian Colloquial Arabic
acx	AE	L	Arabic, Omani Spoken
acx	DJ	L	Arabic, Omani Spoken
acx	KE	L	Arabic, Omani Spoken
acx	OM	L	Arabic, Omani Spoken
acx	OM	LA	Omani Hadari Arabic
acx	TZ	L	Arabic, Omani Spoken
acy	CY	L	Arabic, Cypriot Spoken
acy	CY	LA	Cypriot Maronite Arabic
acy	CY	LA	Maronite
acy	CY	LA	Sanna
acz	SD	D	Eastern Acheron
acz	SD	D	Western Acheron
acz	SD	L	Acheron
acz	SD	LA	Aceron
acz	SD	LA	Achurun
acz	SD	LA	Asheron
acz	SD	LA	Garme
ada	GH	D	Ada
ada	GH	D	Gbugbla
ada	GH	D	Krobo
ada	GH	D	Ningo
ada	GH	D	Osu
ada	GH	D	Shai
ada	GH	L	Dangme
ada	GH	LA	Adangme
adb	TL	D	Munaseli Pandai
adb	TL	L	Adabe
adb	TL	LA	Ataura
adb	TL	LA	Atauro
adb	TL	LA	Atauru
adb	TL	LA	Raklu Un
adb	TL	LA	Raklu-Un
add	CM	L	Dzodinka
add	CM	LA	Adere
add	CM	LA	Adiri
add	CM	LA	Arderi
add	CM	LA	Dzodzinka
add	NG	L	Dzodinka
add	NG	LA	Adere
add	NG	LA	Adiri
ade	GH	D	Lower Adele
ade	GH	D	Upper Adele
ade	GH	L	Adele
ade	GH	LA	Bidire
ade	TG	D	Lower Adele
ade	TG	D	Upper Adele
ade	TG	L	Adele
ade	TG	LA	Bedere
ade	TG	LA	Bidire
ade	TG	LA	Gadre
ade	TG	LA	Gidire
adf	OM	L	Arabic, Dhofari Spoken
adf	OM	LA	Dhofari
adf	OM	LA	Zofari
adg	AU	L	Andegerebinha
adg	AU	LA	Andigibinha
adg	AU	LA	Antekerrepinhe
adh	UG	L	Adhola
adh	UG	LA	Dhopadhola
adh	UG	LA	Ludama
adi	BT	L	Adi
adi	BT	LA	Abor
adi	BT	LA	Adi-Bokar
adi	BT	LA	Bengni-Boga'er
adi	BT	LA	Boga'er
adi	BT	LA	Bogaer Luoba
adi	BT	LA	Bokar
adi	BT	LA	Lhoba
adi	BT	LA	Lho-Pa
adi	CN	L	Luoba, Boga'er
adi	CN	LA	Abor
adi	CN	LA	Adi
adi	CN	LA	Adi-Bokar
adi	CN	LA	Bengni-Boga'er
adi	CN	LA	Boga'er
adi	CN	LA	Bokar
adi	CN	LA	Lhoba
adi	CN	LA	Lho-Pa
adi	IN	D	Ashing
adi	IN	D	Bokar
adi	IN	D	Bori
adi	IN	D	Gallong
adi	IN	D	Karko
adi	IN	D	Komkar
adi	IN	D	Milang
adi	IN	D	Minyong
adi	IN	D	Padam
adi	IN	D	Pailibo
adi	IN	D	Pangi
adi	IN	D	Pasi
adi	IN	D	Ramo
adi	IN	D	Shimong
adi	IN	D	Tangam
adi	IN	DA	Boga'er Luoba
adi	IN	DA	Galong
adi	IN	L	Adi
adi	IN	LA	Abhor
adi	IN	LA	Abor
adi	IN	LA	Boga'er Luoba
adi	IN	LA	Lhoba
adi	IN	LA	Luoba
adj	CI	L	Adioukrou
adj	CI	LA	Adjukru
adj	CI	LA	Adyoukrou
adj	CI	LA	Adyukru
adj	CI	LA	Ajukru
adl	IN	D	Karka
adl	IN	D	Lare
adl	IN	D	Ngongo
adl	IN	D	Pugo
adl	IN	L	Adi, Galo
adl	IN	LA	Adi
adl	IN	LA	Adi-Gallong
adl	IN	LA	Adi-Galo
adl	IN	LA	Gallong
adl	IN	LA	Galo
adl	IN	LA	Galong
adn	ID	D	Aimoli
adn	ID	L	Adang
adn	ID	LA	Alor
ado	PG	D	Abu
ado	PG	D	Auwa
ado	PG	D	Sabu
ado	PG	L	Abu
ado	PG	LA	Adjora
ado	PG	LA	Adjoria
ado	PG	LA	Azao
adp	BT	L	Adap
adq	GH	L	Adangbe
adq	GH	LA	Adan
adq	GH	LA	Adantonwi
adq	GH	LA	Agotime
adq	GH	LA	Dangbe
adq	TG	L	Adangbe
adq	TG	LA	Adan
adq	TG	LA	Adantonwi
adq	TG	LA	Agotime
adq	TG	LA	Dangbe
adr	ID	D	East Adonara
adr	ID	D	East Solor
adr	ID	D	West Adonara
adr	ID	L	Adonara
adr	ID	LA	Nusa Tadon
adr	ID	LA	Sagu
adr	ID	LA	Vaiverang
adr	ID	LA	Waiwerang
ads	GH	L	Adamorobe Sign Language
adt	AU	L	Adnyamathanha
adt	AU	LA	Ad'n'amadana
adt	AU	LA	Adynyamathanha
adt	AU	LA	Anjimatana
adt	AU	LA	Anjiwatana
adt	AU	LA	Archualda
adt	AU	LA	Benbakanjamata
adt	AU	LA	Binbarnja
adt	AU	LA	Gadjnjamada
adt	AU	LA	Jandali
adt	AU	LA	Kanjimata
adt	AU	LA	Keydnjmarda
adt	AU	LA	Mardala
adt	AU	LA	Nimalda
adt	AU	LA	Nuralda
adt	AU	LA	Umbertana
adt	AU	LA	Unyamootha
adt	AU	LA	Wailbi
adt	AU	LA	Wailpi
adt	AU	LA	Waljbi
adt	AU	LA	Wipie
adu	NG	L	Aduge
adw	BR	L	Amundava
adw	BR	LA	Amondawa
adw	BR	LA	Amundawa
adx	CN	D	Hbrogpa
adx	CN	D	Rongba
adx	CN	D	Rongmahbrogpa
adx	CN	D	Rtahu
adx	CN	L	Tibetan, Amdo
adx	CN	LA	Amdo
adx	CN	LA	Anduo
adx	CN	LA	Ngambo
ady	AU	L	Adyghe
ady	DE	L	Adyghe
ady	EG	L	Adyghe
ady	FR	L	Adyghe
ady	IL	L	Adyghe
ady	IL	LA	Adygey
ady	IL	LA	West Circassian
ady	IQ	L	Adyghe
ady	IQ	LA	Adygey
ady	IQ	LA	West Circassian
ady	JO	L	Adyghe
ady	JO	LA	Adygey
ady	JO	LA	West Circassian
ady	MK	L	Adyghe
ady	MK	LA	Adygey
ady	MK	LA	West Circassian
ady	NL	L	Adyghe
ady	RU	D	Abadzex
ady	RU	D	Bezhedukh
ady	RU	D	Natuzaj
ady	RU	D	Shapsug
ady	RU	D	Xakuchi
ady	RU	DA	Abadzakh
ady	RU	DA	Abadzeg
ady	RU	DA	Bzedux
ady	RU	DA	Bzhedug
ady	RU	DA	Chemgui
ady	RU	DA	Natukhai
ady	RU	DA	Sapsug
ady	RU	DA	Temirgoj
ady	RU	L	Adyghe
ady	RU	LA	Adygei
ady	RU	LA	Adygey
ady	RU	LA	Circassian
ady	RU	LA	Kiakh
ady	RU	LA	Kjax
ady	RU	LA	Lower Circassian
ady	RU	LA	West Circassian
ady	SY	L	Adyghe
ady	SY	LA	Adygey
ady	SY	LA	West Circassian
ady	TR	L	Adyghe
ady	TR	LA	Adygey
ady	TR	LA	Cherkes
ady	TR	LA	Circassian
ady	US	L	Adyghe
adz	PG	L	Adzera
adz	PG	LA	Acira
adz	PG	LA	Atsera
adz	PG	LA	Atzera
adz	PG	LA	Azera
aea	AU	L	Areba
aeb	BE	L	Arabic, Tunisian Spoken
aeb	DE	L	Arabic, Tunisian Spoken
aeb	FR	L	Arabic, Tunisian Spoken
aeb	LY	L	Arabic, Tunisian Spoken
aeb	TN	D	North-Western Tunisian
aeb	TN	D	Sahil
aeb	TN	D	Sfax
aeb	TN	D	South-Eastern Tunisian
aeb	TN	D	South-Western Tunisian
aeb	TN	D	Tunis
aeb	TN	L	Arabic, Tunisian Spoken
aeb	TN	LA	Tunisian
aeb	TN	LA	Tunisian Arabic
aeb	TN	LA	Tunisian Darija
aec	EG	D	Middle Egypt Arabic
aec	EG	D	Upper Egypt Arabic
aec	EG	L	Arabic, Sa<idi Spoken
aec	EG	LA	Sa<idi
aec	EG	LA	Upper Egypt Arabic
aed	AR	D	Córdoba Sign Language
aed	AR	L	Argentine Sign Language
aee	AF	D	Aret
aee	AF	D	Chalas
aee	AF	D	Kandak
aee	AF	D	Kurangal
aee	AF	D	Kurdar
aee	AF	DA	Chilas
aee	AF	L	Pashayi, Northeast
aek	NC	L	Haeke
aek	NC	LA	Aeke
aek	NC	LA	'Aeke
aek	NC	LA	Haeake
ael	CM	L	Ambele
aem	LA	L	Arem
aem	LA	LA	Chombrau
aem	LA	LA	Chomrau
aem	LA	LA	Umo
aem	VN	L	Arem
aem	VN	LA	A-Rem
aem	VN	LA	Chombrau
aem	VN	LA	Chomrau
aem	VN	LA	Umo
aen	AM	L	Armenian Sign Language
aeq	PK	D	Jamesabad Aer
aeq	PK	D	Jikrio Goth Aer
aeq	PK	L	Aer
aer	AU	D	Akarre
aer	AU	D	Antekerrepenh
aer	AU	D	Ikngerripenhe
aer	AU	D	Mparntwe Arrernte
aer	AU	L	Arrernte, Eastern
aer	AU	LA	Arunta
aer	AU	LA	Eastern Aranda
aes	US	D	Yaquina
aes	US	DA	Yakon
aes	US	DA	Yakona
aes	US	DA	Yakwina
aes	US	L	Alsea
aes	US	LA	Alséya
aeu	CN	L	Akeu
aeu	CN	LA	Aki
aeu	CN	LA	Akui
aeu	LA	L	Akeu
aeu	LA	LA	Aki
aeu	LA	LA	Akui
aeu	MM	L	Akeu
aeu	MM	LA	Aki
aeu	MM	LA	Akui
aeu	TH	L	Akeu
aeu	TH	LA	Aki
aeu	TH	LA	Akui
aew	PG	D	Northern
aew	PG	D	Southern
aew	PG	DA	Antanau
aew	PG	L	Ambakich
aew	PG	LA	Aion
aew	PG	LA	Porapora
aey	PG	D	Haija
aey	PG	D	Huar
aey	PG	D	Jagahala
aey	PG	L	Amele
aey	PG	LA	Amale
aez	PG	L	Aeka
afb	AE	L	Arabic, Gulf Spoken
afb	AE	LA	Gulf Arabic
afb	AE	LA	Khaliji
afb	BH	D	Bahraini Gulf Arabic
afb	BH	L	Arabic, Gulf Spoken
afb	BH	LA	Gulf Arabic
afb	BH	LA	Khaliji
afb	EG	L	Arabic, Gulf Spoken
afb	IQ	D	Zubair-Faau Arabic
afb	IQ	L	Arabic, Gulf Spoken
afb	IQ	LA	Gulf Arabic
afb	IQ	LA	Khaliji
afb	IR	D	Al-Hasâ
afb	IR	D	Khamseh
afb	IR	L	Arabic, Gulf Spoken
afb	IR	LA	Gulf Arabic
afb	IR	LA	Khaliji
afb	KW	D	Kuwaiti Hadari Arabic
afb	KW	L	Arabic, Gulf Spoken
afb	KW	LA	Khaliji
afb	OM	L	Arabic, Gulf Spoken
afb	OM	LA	Bedawi
afb	OM	LA	Gulf Arabic
afb	OM	LA	Khaliji
afb	OM	LA	Omani Bedawi Arabic
afb	QA	D	North Qatari Arabic
afb	QA	D	South Qatari Arabic
afb	QA	L	Arabic, Gulf Spoken
afb	QA	LA	Gulf Arabic
afb	QA	LA	Khaliji
afb	QA	LA	Qatari
afb	SA	D	Al-Hasaa
afb	SA	L	Arabic, Gulf Spoken
afb	SA	LA	Gulf Spoken
afb	YE	L	Arabic, Gulf Spoken
afd	PG	L	Andai
afd	PG	LA	Pundungum
afd	PG	LA	Wangkai
afe	NG	D	Afrike
afe	NG	D	Obe
afe	NG	D	Oboso
afe	NG	D	Okorogung
afe	NG	D	Okorotung
afe	NG	D	Utugwang
afe	NG	DA	Aferike
afe	NG	DA	Mbe East
afe	NG	DA	Otukwang
afe	NG	L	Putukwam
afe	NG	LA	Mbe Afal
afe	NG	LA	Mbube Eastern
afe	NG	LA	Utugwang
afi	PG	L	Akrukay
afk	PG	L	Nanubae
afk	PG	LA	Aunda
afk	PG	LA	Kapagmai
afn	NG	L	Defaka
afn	NG	LA	Afakani
afo	NG	D	Mbamu
afo	NG	D	Mbeci
afo	NG	D	Mbeji
afo	NG	L	Eloyi
afo	NG	LA	Afao
afo	NG	LA	Afo
afo	NG	LA	Afu
afo	NG	LA	Aho
afo	NG	LA	Epe
afo	NG	LA	Keffi
afp	PG	L	Tapei
afr	AU	L	Afrikaans
afr	BW	L	Afrikaans
afr	CA	L	Afrikaans
afr	LS	L	Afrikaans
afr	MW	L	Afrikaans
afr	NA	L	Afrikaans
afr	NZ	L	Afrikaans
afr	SZ	L	Afrikaans
afr	US	L	Afrikaans
afr	ZA	D	Cape Afrikaans
afr	ZA	D	East Cape Afrikaans
afr	ZA	D	Orange River Afrikaans
afr	ZA	DA	West Cape Afrikaans
afr	ZA	L	Afrikaans
afr	ZM	L	Afrikaans
afr	ZW	L	Afrikaans
afs	MX	D	Mexico Afro-Seminole
afs	MX	L	Afro-Seminole Creole
afs	MX	LA	Afro-Seminol Criollo
afs	MX	LA	Afro-Seminole
afs	US	D	Mexico Afro-Seminole
afs	US	D	Texas Afro-Seminole
afs	US	L	Afro-Seminole Creole
afs	US	LA	Afro-Seminole
afs	US	LA	Black Seminole
afs	US	LA	Seminole
aft	SD	L	Afitti
aft	SD	LA	Affitti
aft	SD	LA	Dinik
aft	SD	LA	Ditti
aft	SD	LA	Unietti
afu	GH	D	Awutu
afu	GH	D	Efutu
afu	GH	D	Senya
afu	GH	L	Awutu
afz	ID	L	Obokuitai
afz	ID	LA	Aliki
afz	ID	LA	Ati
afz	ID	LA	Obogwitai
aga	PE	L	Aguano
aga	PE	LA	Aguanu
aga	PE	LA	Awano
aga	PE	LA	Santa Crucino
aga	PE	LA	Uguano
agb	NG	L	Legbo
agb	NG	LA	Agbo
agb	NG	LA	Gbo
agb	NG	LA	Igbo
agb	NG	LA	Imaban
agb	NG	LA	Itigidi
